,serviceid,providerid,timestamp,microcell,latitude,longitude,speed,throughput,bandwidth,coverage,reliability,security,latency,currect_microcell
3482,110333,P1002877,2024-02-26,M136,-33.86999,151.08825,4.53,4.6,4.52,4.21,4.72,4.63,4.54,M136
3483,110335,P1000002,2024-02-27,M114,-33.91571,151.17268,4.8,4.8,4.8,4.52,4.52,4.92,4.52,M114
3484,110336,P1000003,2022-09-30,M110,-33.828972923308115,151.2163312332427,5.0,5.0,4.92,5.0,4.92,5.0,5.0,M110
3485,110343,P1000105,2024-03-15,M128,-33.78071975708008,151.11386108398438,4.95,4.85,4.9,4.8,5.0,4.9,4.8,M128
3486,110344,P1000049,2024-02-29,M118,-33.716291,151.1083268,4.67,4.67,4.5,5.0,5.0,4.67,4.67,M118
3487,110345,P1000412,2024-01-03,M118,-33.716291,151.1083268,4.4,5.0,5.0,4.4,4.6,4.8,4.4,M118
3488,110346,P1000412,2024-02-27,M118,-33.716291,151.1083268,4.57,4.86,4.43,4.86,4.86,4.86,4.57,M118
3489,110350,P1000016,2024-02-16,M113,-33.8017879,151.1765299,4.71,4.69,4.43,4.57,4.94,4.89,4.6,M113
3490,110353,P1000603,2024-02-23,M133,-33.9410801,151.100121,5.0,5.0,5.0,5.0,5.0,4.75,4.88,M133
3491,110355,P1000890,2024-03-02,M126,-33.92749,151.12542,4.87,4.92,4.79,4.73,4.92,4.68,4.68,M126
3492,110358,P1001308,2024-03-07,M126,-33.92749,151.12542,4.25,4.25,3.5,4.5,4.75,4.25,4.5,M126
3493,110362,P1002758,2024-02-26,M128,-33.78071975708008,151.11386108398438,4.6,4.74,4.45,4.83,4.74,4.81,4.62,M128
3494,110366,P1002982,2024-02-25,M130,-33.8513269,151.0609753,4.48,4.73,4.36,4.3,4.64,4.79,4.33,M130
3495,110367,P1001430,2024-02-27,M111,-33.88391217035607,150.92970127242728,4.73,4.73,4.67,4.92,4.89,4.72,4.67,M111
3496,110373,P1000930,2024-02-25,M132,-33.95896,151.02309,5.0,5.0,5.0,5.0,4.0,5.0,5.0,M132
3497,110375,P1004496,2023-07-15,M116,-33.79716,151.06479,5.0,5.0,4.0,5.0,5.0,5.0,5.0,M116
3498,110378,P1000930,2024-02-15,M132,-33.95896,151.02309,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M132
3499,110383,P1005695,2024-03-11,M103,-33.82763,151.08623,4.93,5.0,5.0,4.79,4.93,4.71,4.79,M103
3500,110384,P1000187,2020-04-19,M129,-33.9279519,151.1552776,4.5,5.0,4.0,5.0,5.0,4.75,5.0,M129
3501,110385,P1000930,2024-02-19,M132,-33.95896,151.02309,4.0,4.0,3.5,4.5,3.5,5.0,4.0,M132
3502,110389,P1005855,2024-02-27,M126,-33.92749,151.12542,3.73,3.73,4.13,4.53,4.6,3.8,3.6,M126
3503,110400,P1005863,2024-03-12,M109,-33.92552,151.25489,4.98,4.99,4.99,4.98,5.0,4.96,4.85,M109
3504,110407,P1001568,2024-02-11,M134,-33.96857,151.12367,4.1,4.0,3.9,4.2,4.0,4.2,3.7,M134
3505,110408,P1004003,2024-02-28,M108,-33.649899388892656,151.2796016585502,4.61,4.8,4.53,4.64,4.85,4.91,4.47,M108
3506,110409,P1001344,2024-03-13,M114,-33.91571,151.17268,4.83,4.83,4.92,5.0,4.92,4.67,4.83,M114
3507,110411,P1000930,2024-02-16,M132,-33.95896,151.02309,4.33,5.0,3.33,5.0,3.67,3.67,3.67,M132
3508,110412,P1000830,2024-02-25,M123,-33.6860173,150.8958334,4.75,4.5,4.5,4.75,4.75,5.0,4.75,M123
3509,110414,P1000002,2024-02-04,M114,-33.91571,151.17268,4.48,4.59,4.22,4.59,4.37,4.81,4.26,M114
3510,110418,P1001134,2024-03-05,M131,-33.8388,151.23511,4.93,4.93,4.92,4.99,4.96,4.98,4.84,M131
3511,110422,P1000684,2024-01-26,M132,-33.95896,151.02309,5.0,5.0,5.0,5.0,5.0,5.0,4.67,M132
3512,110423,P1001568,2024-02-29,M134,-33.96857,151.12367,4.0,4.25,4.0,4.5,4.25,4.75,4.5,M134
3513,110431,P1001806,2024-03-06,M128,-33.78071975708008,151.11386108398438,4.64,4.69,4.57,4.65,4.73,4.77,4.59,M128
3514,110433,P1005578,2024-02-25,M108,-33.649899388892656,151.2796016585502,4.77,4.83,4.6,4.95,4.96,4.8,4.67,M108
3515,110434,P1003203,2020-01-05,M132,-33.95896,151.02309,5.0,4.0,4.0,5.0,5.0,4.0,4.0,M132
3516,110436,P1001568,2024-02-20,M117,-33.94207,151.22432,4.0,4.0,4.0,4.5,4.5,4.0,4.5,M117
3517,110438,P1000137,2023-02-04,M118,-33.716291,151.1083268,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M118
3518,110439,P1002480,2024-02-25,M138,-33.80839,150.98594,4.56,4.78,4.56,4.78,4.56,4.67,4.33,M138
3519,110440,P1001568,2024-03-06,M134,-33.96857,151.12367,4.67,4.67,4.67,4.67,4.83,4.5,4.67,M134
3520,110446,P1002553,2023-12-29,M118,-33.716291,151.1083268,4.58,4.65,4.45,4.52,4.74,4.77,4.55,M118
3521,110448,P1005883,2024-02-24,M135,-33.87585,151.10469,4.65,4.73,4.56,4.8,4.8,4.91,4.66,M135
3522,110457,P1001991,2024-02-24,M106,-33.73635045169837,150.71367952034564,4.82,4.82,4.91,4.82,5.0,4.73,4.73,M106
3523,110458,P1001351,2024-02-24,M138,-33.80839,150.98594,4.87,4.87,4.73,4.8,4.87,4.53,4.8,M138
3524,110462,P1000684,2024-02-24,M126,-33.92749,151.12542,4.81,4.75,4.75,4.94,4.88,4.56,4.75,M126
3525,110466,P1003989,2024-02-20,M111,-33.88391217035607,150.92970127242728,4.64,4.71,4.36,4.64,4.79,4.71,4.5,M111
3526,110469,P1000175,2024-02-28,M128,-33.78071975708008,151.11386108398438,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M128
3527,110473,P1000603,2024-02-17,M133,-33.9410801,151.100121,4.78,5.0,4.89,5.0,4.89,4.44,4.89,M133
3528,110475,P1000684,2024-03-10,M116,-33.79716,151.06479,4.41,4.5,4.31,4.6,4.74,4.5,4.33,M116
3529,110476,P1000105,2024-02-13,M128,-33.78071975708008,151.11386108398438,4.7,4.6,4.7,4.85,4.85,4.8,4.6,M128
3530,110481,P1000016,2024-02-19,M113,-33.8017879,151.1765299,4.67,4.33,4.67,4.33,4.67,4.67,4.33,M113
3531,110488,P1001622,2021-06-12,M113,-33.8017879,151.1765299,4.51,4.64,4.3,4.86,4.79,4.73,4.56,M113
3532,110489,P1000002,2024-01-26,M125,-33.80662,151.15517,4.67,4.67,4.0,3.33,4.33,5.0,4.67,M125
3533,110493,P1000009,2024-02-18,M118,-33.716291,151.1083268,4.86,4.86,4.57,4.86,5.0,4.86,4.43,M118
3534,110495,P1000684,2024-02-27,M102,-33.89055,151.27523,5.0,4.83,4.83,5.0,5.0,5.0,4.17,M102
3535,110497,P1000112,2024-01-07,M118,-33.716291,151.1083268,5.0,4.89,4.56,5.0,4.89,4.89,4.44,M118
3536,110500,P1000930,2024-02-28,M126,-33.92749,151.12542,4.75,4.5,4.75,5.0,5.0,4.75,4.5,M126
3537,110503,P1000783,2024-03-16,M111,-33.88391217035607,150.92970127242728,4.64,4.38,4.69,4.92,4.92,4.69,4.38,M111
3538,110504,P1001565,2024-03-03,M121,-34.06962515485486,150.78094538396644,5.0,5.0,5.0,5.0,4.82,4.82,4.82,M121
3539,110512,P1000352,2023-12-30,M113,-33.8017879,151.1765299,4.0,4.0,4.67,4.33,5.0,4.67,4.0,M113
3540,110513,P1000033,2024-02-25,M114,-33.91571,151.17268,4.44,4.62,4.4,4.78,4.6,4.64,4.26,M114
3541,110514,P1000684,2024-02-20,M111,-33.88391217035607,150.92970127242728,3.0,3.0,4.0,5.0,5.0,3.0,4.0,M111
3542,110517,P1004899,2024-02-13,M107,-33.75470594557184,151.1497291880052,4.36,4.49,4.33,4.62,4.65,4.84,4.29,M107
3543,110518,P1000187,2020-03-22,M129,-33.9279519,151.1552776,3.33,3.33,3.33,4.67,3.33,4.67,3.33,M129
3544,110520,P1001806,2023-12-19,M138,-33.80839,150.98594,4.56,4.67,4.58,4.65,4.4,4.77,4.52,M138
3545,110524,P1000055,2023-10-29,M119,-33.88101,151.22511,4.89,4.89,4.78,5.0,4.78,4.89,4.78,M119
3546,110527,P1001428,2024-03-04,M133,-33.9410801,151.100121,4.7,4.9,4.7,5.0,4.9,4.8,4.6,M133
3547,110531,P1000085,2023-12-31,M128,-33.78071975708008,151.11386108398438,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M128
3548,110537,P1002073,2021-07-26,M136,-33.86999,151.08825,4.33,4.44,4.44,4.67,4.67,4.44,4.39,M136
3549,110538,P1000049,2024-02-17,M118,-33.716291,151.1083268,4.67,4.7,4.67,4.74,4.7,4.59,4.52,M118
3550,110540,P1001597,2024-02-24,M126,-33.92749,151.12542,4.71,4.64,4.71,4.93,4.86,4.14,4.64,M126
3551,110545,P1003933,2024-01-10,M126,-33.92749,151.12542,4.73,4.78,4.65,4.84,4.88,4.76,4.73,M126
3552,110549,P1000137,2024-03-03,M118,-33.716291,151.1083268,4.75,4.71,4.71,4.71,5.0,4.86,4.71,M118
3553,110552,P1000049,2024-03-05,M130,-33.8513269,151.0609753,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M130
3554,110554,P1000062,2024-02-25,M115,-33.75122,151.25772,4.94,4.94,4.94,5.0,4.94,4.82,4.82,M115
3555,110557,P1000930,2024-01-12,M132,-33.95896,151.02309,5.0,5.0,5.0,5.0,5.0,4.0,5.0,M132
3556,110561,P1000002,2024-02-22,M109,-33.92552,151.25489,4.42,4.63,4.29,4.5,4.25,4.92,4.25,M109
3557,110562,P1000002,2024-02-18,M116,-33.79716,151.06479,4.0,4.36,4.14,4.43,4.36,4.64,3.64,M116
3558,110563,P1004719,2024-01-28,M132,-33.95896,151.02309,4.75,4.78,4.5,4.93,4.83,4.73,4.78,M132
3559,110564,P1003989,2024-01-01,M111,-33.88391217035607,150.92970127242728,4.53,4.53,4.48,4.8,4.77,4.6,4.42,M111
3560,110565,P1005939,2024-03-16,M117,-33.94207,151.22432,5.0,5.0,4.89,5.0,5.0,4.78,4.78,M117
3561,110572,P1001568,2024-02-23,M109,-33.92552,151.25489,5.0,5.0,3.0,5.0,5.0,5.0,5.0,M109
3562,110575,P1001131,2019-02-24,M118,-33.716291,151.1083268,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M118
3563,110580,P1000440,2024-01-22,M113,-33.8017879,151.1765299,5.0,5.0,5.0,5.0,5.0,5.0,4.67,M113
3564,110585,P1000969,2024-02-24,M104,-33.864532,151.207611,5.0,5.0,5.0,4.67,4.67,4.67,5.0,M104
3565,110595,P1002230,2024-02-24,M129,-33.9279519,151.1552776,5.0,4.5,5.0,4.5,4.5,4.5,4.5,M129
3566,110598,P1000003,2023-11-10,M110,-33.828972923308115,151.2163312332427,4.67,4.33,4.33,5.0,5.0,5.0,4.67,M110
3567,110599,P1005958,2019-02-15,M130,-33.8513269,151.0609753,3.0,3.0,3.0,5.0,5.0,5.0,3.0,M130
3568,110601,P1000074,2024-01-01,M103,-33.82763,151.08623,4.14,4.29,4.43,4.0,4.29,4.29,4.14,M103
3569,110602,P1000076,2024-02-18,M119,-33.88101,151.22511,4.65,4.45,4.85,4.85,4.85,4.75,4.45,M119
3570,110605,P1005961,2021-03-19,M127,-33.8909571,151.1195413,4.63,4.73,4.53,4.7,4.8,4.83,4.75,M127
3571,110606,P1000167,2024-03-08,M104,-33.864532,151.207611,4.0,4.0,4.75,4.5,4.0,4.75,4.0,M104
3572,110607,P1000073,2024-03-01,M107,-33.75470594557184,151.1497291880052,3.0,3.75,3.0,3.75,4.0,3.25,3.0,M107
3573,110608,P1005275,2024-03-09,M123,-33.6860173,150.8958334,4.66,4.44,4.47,4.91,4.91,4.81,4.5,M123
3574,110614,P1000073,2024-03-02,M135,-33.87585,151.10469,4.21,4.09,3.82,4.55,4.3,4.27,4.15,M135
3575,110618,P1000009,2023-06-18,M130,-33.8513269,151.0609753,5.0,5.0,4.0,4.0,5.0,5.0,5.0,M130
3576,110626,P1000137,2024-01-31,M118,-33.716291,151.1083268,5.0,4.5,5.0,5.0,5.0,5.0,5.0,M118
3577,110628,P1000107,2024-03-17,M130,-33.8513269,151.0609753,4.87,4.91,4.7,4.98,4.98,4.89,4.8,M130
3578,110630,P1000002,2024-03-02,M126,-33.92749,151.12542,4.0,4.5,3.75,4.25,4.75,4.75,4.25,M126
3579,110632,P1000077,2024-02-19,M135,-33.87585,151.10469,4.57,4.71,4.71,4.43,4.86,4.43,4.43,M135
3580,110633,P1000106,2024-03-02,M137,-33.88098835077109,151.16864655312318,4.83,4.71,4.92,4.96,4.88,4.88,4.46,M137
3581,110634,P1003381,2023-06-13,M124,-34.01325,150.76437,5.0,4.67,4.67,5.0,5.0,4.33,4.33,M124
3582,110638,P1000961,2024-02-26,M117,-33.94207,151.22432,4.97,4.94,4.91,4.94,4.97,4.91,4.81,M117
3583,110644,P1000077,2024-03-03,M135,-33.87585,151.10469,4.6,4.4,5.0,5.0,5.0,4.8,4.4,M135
3584,110645,P1002679,2024-02-21,M123,-33.6860173,150.8958334,4.87,4.83,4.63,4.93,4.93,4.73,4.57,M123
3585,110648,P1004061,2024-03-02,M137,-33.88098835077109,151.16864655312318,4.66,4.74,4.59,4.58,4.73,4.82,4.64,M137
3586,110650,P1000085,2024-03-04,M128,-33.78071975708008,151.11386108398438,4.84,4.86,4.94,4.92,4.94,4.9,4.8,M128
3587,110659,P1000137,2023-04-08,M118,-33.716291,151.1083268,4.5,5.0,4.0,5.0,5.0,5.0,4.5,M118
3588,110660,P1001735,2024-03-03,M116,-33.79716,151.06479,4.43,4.83,4.48,4.87,4.61,4.91,4.57,M116
3589,110662,P1000049,2024-03-05,M136,-33.86999,151.08825,2.33,3.5,2.5,4.5,4.5,3.5,3.5,M136
3590,110663,P1000234,2024-02-28,M130,-33.8513269,151.0609753,4.84,4.74,4.74,4.95,4.95,4.74,4.74,M130
3591,110669,P1000096,2024-03-11,M123,-33.6860173,150.8958334,5.0,5.0,4.0,5.0,5.0,5.0,5.0,M123
3592,110670,P1000155,2022-10-05,M108,-33.649899388892656,151.2796016585502,5.0,5.0,5.0,5.0,5.0,4.0,4.0,M108
3593,110671,P1002446,2024-03-09,M127,-33.8909571,151.1195413,4.88,4.88,4.81,5.0,5.0,4.88,4.75,M127
3594,110674,P1002480,2024-02-27,M107,-33.75470594557184,151.1497291880052,4.67,4.67,4.33,4.0,4.67,4.33,4.33,M107
3595,110675,P1002446,2024-03-03,M127,-33.8909571,151.1195413,4.92,5.0,4.83,4.75,4.92,5.0,5.0,M127
3596,110679,P1005997,2024-02-10,M123,-33.6860173,150.8958334,4.36,4.43,4.32,4.68,4.68,4.57,4.32,M123
3597,110681,P1000016,2024-02-20,M113,-33.8017879,151.1765299,4.67,4.67,4.5,4.5,4.83,5.0,4.5,M113
3598,110683,P1000002,2024-02-26,M114,-33.91571,151.17268,4.75,4.5,4.5,4.75,4.75,4.75,4.75,M114
3599,110688,P1000969,2024-02-25,M129,-33.9279519,151.1552776,4.6,4.6,4.73,4.67,4.73,4.8,4.53,M129
3600,110690,P1003230,2024-03-11,M129,-33.9279519,151.1552776,4.63,4.75,4.63,4.88,4.88,4.88,4.5,M129
3601,110696,P1000009,2024-01-15,M130,-33.8513269,151.0609753,4.5,4.63,4.13,4.88,5.0,4.75,4.25,M130
3602,110697,P1000684,2024-02-16,M116,-33.79716,151.06479,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M116
3603,110707,P1000105,2024-02-18,M116,-33.79716,151.06479,4.67,4.33,4.67,5.0,4.67,5.0,4.33,M116
3604,110709,P1000094,2024-02-04,M113,-33.8017879,151.1765299,4.64,4.64,4.45,4.68,4.64,4.91,4.64,M113
3605,110715,P1000684,2024-02-10,M120,-33.94157370178417,150.79405669122934,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M120
3606,110716,P1000003,2024-03-07,M110,-33.828972923308115,151.2163312332427,4.89,4.89,4.78,4.89,4.89,4.89,4.89,M110
3607,110718,P1000412,2024-01-28,M121,-34.06962515485486,150.78094538396644,4.71,4.86,4.86,5.0,5.0,5.0,4.57,M121
3608,110721,P1000002,2024-02-15,M114,-33.91571,151.17268,4.42,4.71,4.66,4.71,4.66,4.74,4.47,M114
3609,110723,P1002796,2024-03-05,M112,-34.0380304,151.1166316,4.8,4.9,4.8,4.9,5.0,4.95,4.75,M112
3610,110724,P1000079,2024-02-24,M120,-33.94157370178417,150.79405669122934,4.92,4.85,4.92,5.0,5.0,4.92,4.62,M120
3611,110727,P1004184,2024-03-01,M127,-33.8909571,151.1195413,4.94,5.0,4.94,5.0,4.94,4.83,4.89,M127
3612,110735,P1000049,2024-01-28,M123,-33.6860173,150.8958334,4.86,4.71,4.86,4.86,4.57,4.86,4.71,M123
3613,110741,P1000003,2023-11-18,M110,-33.828972923308115,151.2163312332427,4.8,5.0,5.0,5.0,5.0,5.0,5.0,M110
3614,110742,P1000015,2024-03-15,M114,-33.91571,151.17268,4.33,4.47,4.33,4.6,4.9,4.17,4.43,M114
3615,110744,P1000719,2024-02-26,M130,-33.8513269,151.0609753,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M130
3616,110745,P1003989,2024-02-25,M111,-33.88391217035607,150.92970127242728,4.38,4.36,4.38,4.74,4.68,4.62,4.26,M111
3617,110748,P1006032,2024-02-24,M110,-33.828972923308115,151.2163312332427,4.44,4.53,4.58,4.77,4.8,4.84,4.46,M110
3618,110752,P1004003,2024-01-13,M115,-33.75122,151.25772,3.0,3.5,3.5,3.0,4.0,4.5,3.0,M115
3619,110755,P1000049,2023-12-30,M122,-33.72719,151.00848,5.0,4.75,4.88,5.0,5.0,4.88,4.88,M122
3620,110759,P1000288,2023-10-13,M108,-33.649899388892656,151.2796016585502,4.75,4.71,4.32,4.96,4.93,4.96,4.54,M108
3621,110769,P1000377,2024-03-13,M124,-34.01325,150.76437,4.5,4.71,4.62,4.57,4.62,4.24,4.48,M124
3622,110771,P1000198,2023-04-03,M108,-33.649899388892656,151.2796016585502,3.5,3.0,3.0,3.0,3.0,5.0,3.0,M108
3623,110775,P1004412,2023-12-01,M104,-33.864532,151.207611,4.5,4.5,4.5,5.0,5.0,5.0,5.0,M104
3624,110779,P1000569,2024-03-15,M131,-33.8388,151.23511,5.0,5.0,5.0,5.0,5.0,5.0,4.6,M131
3625,110780,P1006051,2024-03-12,M110,-33.828972923308115,151.2163312332427,4.65,4.72,4.44,4.84,4.92,4.8,4.48,M110
3626,110782,P1001134,2024-01-07,M106,-33.73635045169837,150.71367952034564,4.82,4.91,4.82,4.98,4.98,4.53,4.76,M106
3627,110785,P1000351,2024-03-08,M108,-33.649899388892656,151.2796016585502,4.0,4.0,4.0,4.0,4.0,5.0,5.0,M108
3628,110787,P1000003,2023-04-11,M110,-33.828972923308115,151.2163312332427,4.7,4.8,4.7,4.8,4.8,4.9,4.6,M110
3629,110788,P1000073,2023-12-18,M135,-33.87585,151.10469,5.0,4.75,4.25,4.0,4.5,4.75,4.75,M135
3630,110789,P1000440,2024-01-01,M123,-33.6860173,150.8958334,4.75,4.75,5.0,5.0,5.0,4.25,5.0,M123
3631,110790,P1000016,2024-02-25,M118,-33.716291,151.1083268,4.82,4.82,4.76,4.94,4.94,4.82,4.71,M118
3632,110800,P1003989,2024-01-02,M111,-33.88391217035607,150.92970127242728,4.44,4.5,4.38,4.88,4.63,4.38,4.25,M111
3633,110806,P1000074,2024-02-09,M128,-33.78071975708008,151.11386108398438,4.0,4.0,4.5,3.5,4.0,5.0,4.0,M128
3634,110807,P1004819,2024-03-04,M104,-33.864532,151.207611,4.89,4.78,5.0,4.89,5.0,5.0,4.67,M104
3635,110809,P1000930,2024-01-22,M132,-33.95896,151.02309,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M132
3636,110814,P1005461,2024-03-12,M110,-33.828972923308115,151.2163312332427,4.95,4.92,4.96,4.92,4.97,4.96,4.83,M110
3637,110818,P1000690,2024-03-03,M104,-33.864532,151.207611,4.68,4.74,4.63,4.7,4.83,4.78,4.6,M104
3638,110820,P1000113,2024-02-22,M104,-33.864532,151.207611,4.67,4.67,4.78,4.67,4.56,4.78,4.67,M104
3639,110825,P1000453,2024-03-17,M104,-33.864532,151.207611,4.71,4.86,5.0,5.0,4.86,5.0,4.86,M104
3640,110826,P1003910,2024-02-25,M104,-33.864532,151.207611,4.72,4.81,4.71,4.74,4.7,4.87,4.77,M104
3641,110827,P1000016,2024-01-01,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
3642,110833,P1000690,2024-03-09,M104,-33.864532,151.207611,4.7,4.73,4.63,4.88,4.83,4.78,4.61,M104
3643,110834,P1000016,2024-01-02,M104,-33.864532,151.207611,4.18,4.45,4.82,4.64,4.91,4.55,4.09,M104
3644,110835,P1000841,2023-10-06,M137,-33.88098835077109,151.16864655312318,4.58,4.67,4.59,4.75,4.75,4.83,4.53,M137
3645,110837,P1001134,2024-01-04,M131,-33.8388,151.23511,5.0,5.0,5.0,5.0,5.0,5.0,4.5,M131
3646,110840,P1000094,2023-05-01,M104,-33.864532,151.207611,4.42,4.56,4.08,4.87,4.83,4.93,4.51,M104
3647,110842,P1000147,2024-03-08,M119,-33.88101,151.22511,4.14,4.43,3.95,4.71,4.71,4.57,4.29,M119
3648,110846,P1001487,2024-02-20,M130,-33.8513269,151.0609753,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M130
3649,110847,P1000332,2024-01-02,M105,-33.79585,151.28527,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M105
3650,110848,P1000076,2024-02-27,M102,-33.89055,151.27523,4.69,4.94,4.69,4.5,4.63,5.0,4.75,M102
3651,110849,P1000017,2024-01-19,M102,-33.89055,151.27523,4.6,4.6,4.2,5.0,4.8,5.0,4.6,M102
3652,110853,P1000332,2024-02-25,M105,-33.79585,151.28527,5.0,4.75,4.75,5.0,4.75,5.0,4.75,M105
3653,110860,P1000412,2024-03-02,M104,-33.864532,151.207611,4.68,4.61,4.64,4.83,4.78,4.83,4.61,M104
3654,110867,P1000351,2024-01-04,M137,-33.88098835077109,151.16864655312318,5.0,5.0,5.0,5.0,5.0,4.75,4.75,M137
3655,110872,P1000332,2024-02-17,M105,-33.79585,151.28527,4.0,5.0,5.0,5.0,5.0,5.0,4.0,M105
3656,110879,P1000308,2024-03-13,M119,-33.88101,151.22511,4.61,4.57,4.36,4.86,4.79,4.86,4.25,M119
3657,110882,P1000351,2024-02-29,M110,-33.828972923308115,151.2163312332427,4.88,4.88,4.78,4.85,4.93,4.99,4.75,M110
3658,110883,P1000760,2024-02-17,M105,-33.79585,151.28527,4.88,4.82,4.71,4.59,4.82,4.94,4.71,M105
3659,110885,P1004172,2024-03-08,M137,-33.88098835077109,151.16864655312318,4.4,4.48,4.16,4.8,4.76,4.72,4.04,M137
3660,110889,P1000002,2023-12-03,M109,-33.92552,151.25489,4.45,4.49,4.43,4.35,4.27,4.76,4.35,M109
3661,110890,P1000351,2024-03-11,M104,-33.864532,151.207611,4.43,4.43,4.43,4.71,4.71,5.0,4.43,M104
3662,110893,P1000735,2024-01-12,M104,-33.864532,151.207611,4.76,4.78,4.61,4.88,4.88,4.88,4.61,M104
3663,110897,P1003947,2024-03-09,M104,-33.864532,151.207611,4.76,4.81,4.78,4.81,4.95,4.92,4.62,M104
3664,110901,P1000332,2024-03-11,M105,-33.79585,151.28527,5.0,5.0,4.5,5.0,5.0,5.0,4.5,M105
3665,110904,P1000132,2024-03-02,M104,-33.864532,151.207611,4.83,4.83,4.33,4.83,5.0,4.83,4.33,M104
3666,110908,P1006104,2024-03-13,M102,-33.89055,151.27523,4.87,4.87,4.82,4.89,4.97,4.94,4.7,M102
3667,110913,P1000112,2024-02-21,M104,-33.864532,151.207611,4.55,4.64,4.45,4.91,4.73,4.73,4.36,M104
3668,110917,P1000219,2024-02-29,M104,-33.864532,151.207611,5.0,4.67,4.67,5.0,4.67,4.67,4.67,M104
3669,110919,P1002253,2024-02-19,M104,-33.864532,151.207611,5.0,4.8,5.0,5.0,5.0,5.0,4.8,M104
3670,110922,P1000969,2024-03-01,M104,-33.864532,151.207611,5.0,5.0,4.67,4.67,5.0,4.33,4.67,M104
3671,110923,P1002240,2024-02-28,M104,-33.864532,151.207611,4.92,4.79,4.54,4.9,4.95,4.87,4.59,M104
3672,110925,P1000969,2023-11-30,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
3673,110931,P1000273,2024-01-01,M104,-33.864532,151.207611,4.5,4.5,4.5,5.0,5.0,5.0,4.5,M104
3674,110933,P1000076,2024-03-10,M102,-33.89055,151.27523,4.44,4.31,4.44,4.94,4.38,5.0,4.25,M102
3675,110941,P1000440,2024-01-28,M137,-33.88098835077109,151.16864655312318,3.75,3.75,4.0,5.0,4.5,4.75,3.75,M137
3676,110944,P1000332,2024-02-28,M131,-33.8388,151.23511,5.0,4.5,5.0,4.5,5.0,5.0,4.5,M131
3677,110945,P1001660,2024-02-18,M104,-33.864532,151.207611,5.0,5.0,5.0,4.5,5.0,5.0,5.0,M104
3678,110947,P1000112,2024-01-07,M104,-33.864532,151.207611,3.67,3.67,3.67,3.67,4.0,4.33,3.67,M104
3679,110949,P1000089,2024-03-05,M105,-33.79585,151.28527,4.93,4.99,4.97,5.0,4.97,4.99,4.87,M105
3680,110958,P1000416,2023-12-01,M104,-33.864532,151.207611,4.43,4.57,4.29,4.57,5.0,4.86,4.57,M104
3681,110959,P1000633,2024-03-09,M109,-33.92552,151.25489,4.75,4.83,4.82,4.93,4.85,4.69,4.45,M109
3682,110964,P1000055,2024-01-27,M102,-33.89055,151.27523,4.75,4.88,4.81,4.75,5.0,5.0,4.63,M102
3683,110966,P1000485,2024-02-27,M103,-33.82763,151.08623,4.82,4.88,4.65,5.0,5.0,4.94,4.65,M103
3684,110967,P1000055,2024-03-10,M109,-33.92552,151.25489,4.84,4.79,4.84,4.95,5.0,4.68,4.68,M109
3685,110968,P1000132,2024-02-05,M104,-33.864532,151.207611,4.0,5.0,3.5,4.5,4.5,4.5,5.0,M104
3686,110969,P1003302,2024-03-11,M104,-33.864532,151.207611,4.89,4.86,4.89,4.97,4.89,4.95,4.81,M104
3687,110970,P1000155,2023-10-27,M104,-33.864532,151.207611,4.55,4.68,4.45,4.8,4.64,4.86,4.5,M104
3688,110973,P1001229,2023-11-23,M109,-33.92552,151.25489,4.94,4.94,4.83,4.94,5.0,4.94,4.83,M109
3689,110979,P1004347,2024-03-07,M102,-33.89055,151.27523,4.84,4.82,4.76,4.92,4.95,4.96,4.71,M102
3690,110981,P1000016,2022-09-25,M130,-33.8513269,151.0609753,4.56,4.76,4.56,4.82,4.91,4.76,4.53,M130
3691,110982,P1000367,2024-01-04,M104,-33.864532,151.207611,4.67,4.67,5.0,4.67,4.33,4.67,4.33,M104
3692,110988,P1003910,2024-03-11,M104,-33.864532,151.207611,4.9,4.98,4.9,4.98,4.73,4.9,4.78,M104
3693,110991,P1004409,2024-03-07,M105,-33.79585,151.28527,4.8,4.8,4.6,4.8,5.0,5.0,4.4,M105
3694,110993,P1001573,2024-03-11,M104,-33.864532,151.207611,4.89,4.91,4.89,4.87,4.92,4.94,4.77,M104
3695,110995,P1000367,2024-03-03,M137,-33.88098835077109,151.16864655312318,5.0,5.0,4.67,5.0,5.0,5.0,4.67,M137
3696,110998,P1000062,2024-01-18,M105,-33.79585,151.28527,5.0,5.0,4.86,4.43,4.86,5.0,4.86,M105
